accession,true_label_count,any_unseen_true_label,all_true_labels_unseen,min_true_label_train_count,B1_ESM2_only_top1_prob,B1_ESM2_only_prob_sum,B1_ESM2_only_entropy,B3_contact_only_top1_prob,B3_contact_only_prob_sum,B3_contact_only_entropy,Fusion_ESM2_contact_top1_prob,Fusion_ESM2_contact_prob_sum,Fusion_ESM2_contact_entropy
A1T339,1,False,False,282,0.115036465,0.29443645,1.3241757,0.27206013,0.5682989,2.1794033,0.15796347,0.15837938,0.44028613
A1UAG5,1,False,False,282,0.07288107,0.33708,1.8201084,0.48320004,0.55762506,1.2108932,0.10106319,0.101909444,0.33512998
A1US45,1,False,False,282,0.0948279,0.16677244,0.76846534,0.09753984,1.0181836,5.721662,0.11190265,0.14833644,0.5467933
A1V2K3,1,False,False,282,0.16965997,0.25314203,0.9844073,0.041473877,0.37424502,2.3825078,0.32602635,0.33615178,0.68811625
A3MI88,1,False,False,282,0.16965997,0.25314203,0.9844073,0.07151677,0.5076941,2.9739347,0.26663125,0.27913398,0.6471735
A3N7K5,1,False,False,282,0.19291891,0.2754416,1.0138874,0.029019937,0.30583695,1.9739575,0.24757986,0.2616962,0.63395417
A3NT92,1,False,False,282,0.19291891,0.2754416,1.0138874,0.051496234,0.4488997,2.640509,0.22427435,0.2502274,0.65272146
A3PMB0,1,False,False,282,0.16166028,0.24480814,0.9883066,0.07772922,0.60124266,3.692675,0.13709198,0.1412937,0.43007383
A3PU20,1,False,False,282,0.08215473,0.33968887,1.7875286,0.44152674,0.54310167,1.335876,0.10989451,0.11115099,0.35690653
A4F743,1,False,False,282,0.058125004,0.23406014,1.2661965,0.28369227,0.56600595,2.2314618,0.028002733,0.028667085,0.13351496
A4JGE2,1,False,False,282,0.08653089,0.17938711,0.85721564,0.20231156,0.53332496,2.3917704,0.29693827,0.5325385,1.1545544
A4SG02,1,False,False,282,0.18246108,0.40572807,1.9846107,0.05832736,0.695455,4.708116,0.56021494,0.56644917,0.73020387
A4SXR2,1,False,False,282,0.043031007,0.12859286,0.7324005,0.14352907,0.4684503,2.4485903,0.53160286,0.54220855,0.75489974
A4T2V6,1,False,False,282,0.09823475,0.2870676,1.3872414,0.31721684,0.5907987,1.9910277,0.1416934,0.14267755,0.4166489
A4WVB2,1,False,False,282,0.08744401,0.1714721,0.83245265,0.15157549,0.6671941,3.7462285,0.11516691,0.12795967,0.42751434
A4YWZ6,1,False,False,282,0.08642075,0.17487584,0.8165625,0.1049712,0.9762996,5.9781694,0.024482368,0.03703732,0.18350899
A5EHF4,1,False,False,282,0.10317733,0.18087718,0.8290409,0.12195,0.9816239,5.8580303,0.02635587,0.034858406,0.17183913
A5G7V2,1,False,False,282,0.15015158,0.25970504,1.1348947,0.42941627,1.1138759,4.1645823,0.04650258,0.049096085,0.2063035
A5TZG3,1,False,False,282,0.17629993,0.3676593,1.567461,0.37883842,0.51066434,1.4530675,0.18587232,0.18590179,0.4805677
A5VP16,1,False,False,282,0.066581674,0.15975036,0.7547682,0.20948942,1.1554751,5.8483725,0.020565504,0.040041298,0.21010897
A6L1J5,1,False,False,282,0.7140584,0.79450214,1.185131,0.09884576,0.42452982,2.225211,0.21087937,0.21299507,0.531359
A6LF25,1,False,False,282,0.09890786,0.17210558,0.89341307,0.12322294,0.5202322,2.754118,0.64018613,0.65460247,0.73702925
A6U7E9,1,False,False,282,0.09038412,0.17373073,0.8422518,0.13164301,0.9791327,5.83702,0.066959195,0.082936965,0.34109166
A6WWD3,1,False,False,282,0.07962048,0.16491246,0.76736426,0.21218812,1.0994381,5.891668,0.01296546,0.03007716,0.16841063
A7HS52,1,False,False,282,0.08541289,0.17222239,0.85584086,0.12574066,0.58046705,3.0474572,0.14347668,0.14483277,0.42272323
A7IPD6,1,False,False,282,0.18453383,0.24512328,0.898737,0.04493606,0.81620383,5.343503,0.01377251,0.019394495,0.10948862
A8EXZ0,1,False,False,282,0.23987792,0.31988528,1.1145394,0.03910799,0.4975599,3.3322988,0.13151483,0.15511738,0.50344855
A8GMN9,1,False,False,282,0.15947458,0.24840845,1.0682497,0.050191447,0.92934495,6.012885,0.15492494,0.16541673,0.49164516
A8GRB1,1,False,False,282,0.14042483,0.23247226,1.045116,0.08241854,0.7592139,4.568265,0.082350746,0.09204731,0.34198287
A8GW88,1,False,False,282,0.15061486,0.24527705,1.0588884,0.09209046,0.74319607,4.64109,0.17086542,0.19655253,0.5799597
A8HXJ6,1,False,False,282,0.207407,0.2731345,0.9695469,0.052937638,0.5303339,3.2592359,0.050200466,0.064843506,0.2766692
A8LIK6,1,False,False,282,0.06068181,0.14636764,0.7763171,0.38841912,1.0268034,4.1637692,0.26052126,0.26102516,0.5783907
A9AJN2,1,False,False,282,0.073529035,0.16711685,0.82553387,0.23278926,0.51186466,2.3250139,0.29323924,0.50529647,1.1219568
A9H1G5,1,False,False,282,0.07495659,0.17018917,0.8476894,0.05462612,0.1348186,0.6641277,0.3071374,0.3074061,0.6193645
A9IRR6,1,False,False,282,0.07047674,0.14628813,0.7850742,0.0386223,0.77025515,4.9730997,0.1071536,0.15889171,0.5761086
A9M4G3,1,False,False,282,0.07553461,0.17889631,0.93551624,0.17310883,0.8913878,4.266357,0.58565086,0.5870943,0.6914996
A9M8W7,1,False,False,282,0.066581674,0.15975036,0.7547682,0.19326496,1.1581985,6.2511516,0.024990449,0.06829225,0.32916042
B0BWR2,1,False,False,282,0.14042483,0.23247226,1.045116,0.05884568,0.7404734,4.6731443,0.0964444,0.10060675,0.34651837
B0CKC7,1,False,False,282,0.066580884,0.15975085,0.754771,0.18896918,1.1306394,6.1051917,0.034654144,0.09032449,0.41024822
B1JVQ3,1,False,False,282,0.08830515,0.18340717,0.8636999,0.26067463,0.58837515,2.3992083,0.33962893,0.5318363,1.1304693
B1MH53,1,False,False,282,0.21612085,0.4846689,2.3986852,0.40239373,0.43586692,0.9270855,0.103611864,0.11066164,0.37618408
B1VV20,1,False,False,282,0.21499862,0.40148625,1.6529357,0.24941792,1.4390569,6.175089,0.7578977,0.760294,0.5728674
B1YTR9,1,False,False,282,0.0704754,0.16307095,0.8115586,0.092332594,0.42203236,2.4704525,0.3598018,0.37707058,0.7406284
B2HQP4,1,False,False,282,0.15282224,0.38182107,2.0294363,0.51719767,0.54489774,0.91146165,0.20849943,0.20957276,0.5212448
B2IC55,1,False,False,282,0.34898686,0.3926093,1.0106614,0.20977779,1.1063378,5.949951,0.19185995,0.19381493,0.5037352
B2JDN8,1,False,False,282,0.17605978,0.25636822,0.9942565,0.18461281,0.653124,3.1781583,0.24219109,0.3368128,0.8668852
B2RJF8,1,False,False,282,0.060937125,0.13227853,0.7912146,0.03845913,0.3317349,1.995709,0.16535842,0.2530375,0.74771184
B2S9U3,1,False,False,282,0.065625146,0.16343357,0.76798254,0.21985787,1.2676542,6.918771,0.029790342,0.064436704,0.31180406
B2T2D2,1,False,False,282,0.072452545,0.15855983,0.82424664,0.10810221,0.45943716,2.4273117,0.3895634,0.6268871,1.2171929
B2U7S2,1,False,False,282,0.038640674,0.13366032,0.7515031,0.14529002,0.5891974,2.768663,0.29225808,0.52250725,1.1442072
B3E5X3,1,False,False,282,0.14175281,0.25095397,1.2295265,0.1182987,0.42647618,2.4619064,0.111753576,0.18261382,0.60692763
B3EH32,1,False,False,282,0.07282736,0.23628357,1.4201834,0.17248309,1.116586,5.0730386,0.24784118,0.26422992,0.6445476
B3EMS8,1,False,False,282,0.09328643,0.29102632,1.7216339,0.094994314,1.2785422,6.8129973,0.24375308,0.2528456,0.61201745
B3ESH0,1,False,False,282,0.019523114,0.090440705,0.62030286,0.25910366,0.758293,3.2069588,0.294906,0.30375713,0.6582592
B3PUR0,1,False,False,282,0.31992576,0.3742811,1.0220686,0.09766979,0.98120034,6.045736,0.11175254,0.11614969,0.3812139
B3QCT3,1,False,False,282,0.11576983,0.18917646,0.7929851,0.06377614,0.69106984,4.583657,0.15719257,0.1638737,0.48203233
B3QM38,1,False,False,282,0.30601946,0.45044124,1.5036794,0.17039697,0.9747404,5.0249147,0.8750238,0.88416207,0.43438035
B3QU02,1,False,False,282,0.107068144,0.21310593,1.140569,0.3360211,0.98371965,3.9581285,0.26939037,0.31808376,0.78236103
B3R3V5,1,False,False,282,0.049224902,0.12298162,0.67541945,0.12939094,0.47897145,2.6977062,0.7305775,0.7333199,0.60278076
B4E5N4,1,False,False,282,0.09284192,0.18580616,0.8679179,0.074272215,0.31416577,1.8652117,0.3018714,0.48540723,1.0893828
B4RJK0,1,False,False,282,0.063658,0.18530753,0.9873002,0.24836697,0.4908949,1.8825988,0.7030023,0.70574516,0.63150394
B4S5J9,1,False,False,282,0.051737126,0.20760895,1.3102232,0.10378063,0.5802357,3.3419437,0.17956547,0.20154306,0.5778028
B4SE07,1,False,False,282,0.076484896,0.2977269,1.718088,0.30896106,0.8978014,3.3544025,0.17702389,0.2021621,0.586292
B5EHU9,1,False,False,282,0.077121824,0.20421961,1.1198534,0.06618249,0.5608552,3.107821,0.07797664,0.11395754,0.42915332
B5ZW97,1,False,False,282,0.33302078,0.38465104,1.0133122,0.1132152,0.98264956,5.906216,0.10114285,0.103474684,0.34545067
B6JHT1,1,False,False,282,0.11982169,0.192689,0.82990146,0.07806121,0.7528584,4.673053,0.12749429,0.13331626,0.41995555
B6YRI1,1,False,False,282,0.05572136,0.11950359,0.72818553,0.2846835,0.71462625,2.9863677,0.36867774,0.37686935,0.70645994
B8EMY8,1,False,False,282,0.19942875,0.27043864,0.99094856,0.14162762,1.2150202,7.4347897,0.0263359,0.028298685,0.13624847
B8J4F6,1,False,False,282,0.06352083,0.14636421,0.8050908,0.26580533,0.6238401,3.0058239,0.59593797,0.5962847,0.6779937
B8ZUA0,1,False,False,282,0.06969423,0.44145948,2.7758632,0.45636335,0.5291038,1.1778696,0.03887902,0.042893305,0.19473551
B9JC94,1,False,False,282,0.33187944,0.37533966,0.96791196,0.116617955,1.0725833,5.942216,0.054439675,0.05611466,0.22475713
B9JUQ5,1,False,False,282,0.2942016,0.3473299,0.98813546,0.22925077,1.3521589,7.395337,0.058644127,0.059531003,0.23095298
B9KLR2,1,False,False,282,0.15990739,0.24207975,0.98050565,0.21226315,1.1175666,6.1735587,0.07811599,0.08185835,0.3004522
B9M5B0,1,False,False,282,0.040485326,0.1342885,0.76760507,0.4198513,1.1949619,4.4589806,0.098203145,0.18088095,0.60664386
C0R4E0,1,False,False,282,0.17753464,0.29087678,1.1541557,0.07408382,0.56159437,3.1172943,0.22093235,0.2225085,0.54063505
C0RHF0,1,False,False,282,0.0656242,0.16343309,0.7679808,0.20671098,1.1434524,6.079645,0.017180603,0.030907929,0.16929963
C0ZUI0,1,False,False,282,0.12592289,0.37455577,1.8691777,0.35329154,0.40085226,1.0078367,0.15203376,0.15357655,0.43863186
C1AKB3,1,False,False,282,0.17629993,0.3676593,1.567461,0.2570965,0.5126878,1.7064621,0.19052877,0.19056183,0.4874151
C1B0C2,1,False,False,282,0.14475363,0.40852487,1.8802322,0.39659944,0.43858656,0.99867314,0.14927574,0.15008533,0.42839113
C1F3M6,1,False,False,282,0.09062553,0.29062706,1.526671,0.10874354,0.5719959,3.1946292,0.49444368,0.49948665,0.72808224
C3M997,1,False,False,282,0.21623589,0.27380344,0.94009984,0.074109815,0.9877029,5.5292025,0.01974561,0.026496556,0.1406037
C3PMT8,1,False,False,282,0.15572445,0.25054803,1.0945009,0.057812143,0.83344376,5.273963,0.1471672,0.15164292,0.44885802
C4K0V0,1,False,False,282,0.15678905,0.25042558,1.0948014,0.048110012,0.8371997,5.29157,0.15270744,0.15636943,0.45431554
C4XPA6,1,False,False,282,0.072012044,0.1893262,0.98499566,0.17180245,0.59526145,3.301843,0.63718617,0.6383024,0.66439205
C6E524,1,False,False,282,0.09988624,0.21611378,1.135535,0.026103012,0.13715483,0.92583597,0.21249743,0.22015198,0.5625833
P00801,1,False,False,1,0.0112473555,0.11019462,0.83103085,0.0076456503,0.06970646,0.5558827,0.020584656,0.10123412,0.63822776
P67548,1,False,False,282,0.17630284,0.3676628,1.5674672,0.3723836,0.5555068,1.5887274,0.18633378,0.18636432,0.481262
P9WHQ4,1,False,False,282,0.17629898,0.36765757,1.5674546,0.35002705,0.58749574,1.7727159,0.19060545,0.19063815,0.48752144
P9WHQ5,1,False,False,282,0.17629898,0.36765757,1.5674546,0.35452247,0.51524293,1.5763963,0.1938647,0.19389404,0.4921611
Q027V0,1,False,False,282,0.06717422,0.22357678,1.1433278,0.14500752,0.21644226,0.99172807,0.008833389,0.016770665,0.099550605
Q07Q32,1,False,False,282,0.21918471,0.2867246,0.98389244,0.106161244,0.9000125,5.1259146,0.022515088,0.02692333,0.13638365
Q0AGM1,1,False,False,282,0.11924634,0.21039334,0.9440111,0.102929026,0.89499736,4.499939,0.28574193,0.5634156,1.1932231
Q0BDB7,1,False,False,282,0.0704754,0.16307095,0.8115586,0.17905438,0.67318785,3.1018245,0.35859442,0.4611546,0.983484
Q0BVB3,1,False,False,282,0.16035159,0.4579391,2.5647738,0.47720698,0.5109424,0.9442512,0.04902104,0.050202634,0.20512855
Q0KCU1,1,False,False,282,0.08084637,0.1468441,0.7317716,0.10835322,0.52175033,2.9314237,0.68298227,0.6904506,0.6695485
Q0SES0,1,False,False,282,0.16828126,0.4416139,1.9033526,0.43142426,0.46597096,0.9578534,0.16013913,0.16139841,0.44976085
Q11JQ0,1,False,False,282,0.32452843,0.38326347,1.0607588,0.11821211,0.8491092,4.499792,0.015781047,0.01762831,0.095406026
Q11Y69,1,False,False,282,0.07527647,0.11523112,0.5877832,0.09715262,0.33362707,1.9083066,0.24358076,0.24511509,0.56855106
Q139C9,1,False,False,282,0.15515992,0.23068987,0.9037602,0.08700503,0.7234894,4.3997097,0.18969469,0.1950495,0.5249659
Q142I5,1,False,False,282,0.0824536,0.16949937,0.84986484,0.22768526,0.6540061,2.7206893,0.3339653,0.6246796,1.2404993
Q1BEG9,1,False,False,282,0.07288208,0.33708212,1.8201221,0.48246798,0.56922734,1.3006604,0.10117797,0.10277894,0.3406162
Q1BV00,1,False,False,282,0.08830515,0.18340717,0.8636999,0.2392968,0.63664496,2.668689,0.2976084,0.52014446,1.1392145
Q1GMQ8,1,False,False,282,0.057403605,0.12573361,0.693678,0.07303039,0.55481833,3.4292743,0.22466902,0.22997995,0.5685075
Q1GRP7,1,False,False,282,0.55437446,0.63785195,1.3050969,0.44364396,0.8217981,2.8261664,0.18447655,0.18499653,0.4829779
Q1IP39,1,False,False,282,0.061590735,0.22938202,1.322744,0.23107028,0.52368385,2.174559,0.22004032,0.253077,0.67663884
Q1LPX5,1,False,False,282,0.14695364,0.20264244,0.8192847,0.21153535,0.6129845,3.066807,0.5212119,0.53236914,0.7555783
Q1MJ32,1,False,False,282,0.2826214,0.3465441,1.042083,0.10436993,0.99588907,5.865185,0.0801822,0.11892873,0.45645016
Q1MQ97,1,False,False,282,0.12776877,0.22845843,0.97368777,0.24645929,0.5763864,2.708713,0.03330866,0.034224,0.15344784
Q1QN82,1,False,False,282,0.759404,0.92037624,1.5138193,0.21576649,0.3723546,1.6202493,0.4168689,0.4169692,0.6803369
Q1RHW4,1,False,False,282,0.15061486,0.24527705,1.0588884,0.07288842,0.9446868,6.234817,0.12602994,0.25287023,0.7656051
Q216N7,1,False,False,282,0.097034276,0.1803265,0.8346143,0.06653594,0.73882955,4.5372844,0.07986189,0.086161144,0.319366
Q2G8L3,1,False,False,282,0.29534742,0.41538605,1.4473132,0.32800743,0.46698317,1.3539579,0.20830975,0.20901595,0.5178167
Q2GEF4,1,False,False,282,0.052349117,0.16538888,0.91643155,0.041364018,0.17448944,1.1197189,0.26996902,0.29711002,0.7104744
Q2GG56,1,False,False,282,0.37802216,0.44092795,1.1683141,0.15090567,0.8001561,3.5931752,0.030577935,0.031537447,0.14495735
Q2GKG5,1,False,False,282,0.046849977,0.20038952,1.0667495,0.020733887,0.23494513,1.6348845,0.4438211,0.46454382,0.80170715
Q2IUP7,1,False,False,282,0.1777034,0.24883795,0.91541314,0.113318115,0.84895295,4.8985624,0.20003702,0.2031839,0.52514833
Q2KAC2,1,False,False,282,0.28404978,0.34129727,1.0072455,0.10910678,1.0452472,6.373326,0.10851771,0.11785998,0.40027717
Q2LTR6,1,False,False,282,0.1482646,0.2103239,0.8630494,0.10420302,0.50125515,2.6829324,0.03317522,0.033905044,0.1516704
Q2NBU9,1,False,False,282,0.4045017,0.5193436,1.4704506,0.41550633,0.63268244,1.7820177,0.2295446,0.22970746,0.54046047
Q2RNB6,1,False,False,282,0.05003344,0.15130302,0.8136881,0.14398444,0.962469,4.8057227,0.14389902,0.15664968,0.48361
Q2S3Y8,1,False,False,282,0.099740036,0.40786847,2.6222057,0.17542636,0.36443853,1.4066902,0.23382986,0.3703965,1.2251844
Q2SZP7,1,False,False,282,0.18046571,0.26385477,0.9982243,0.08709132,0.45225054,2.5673652,0.18043454,0.20463376,0.5860833
Q2W9R7,1,False,False,282,0.5134271,0.703794,1.9841893,0.1442912,0.73983526,3.7368333,0.33224702,0.3329143,0.6413816
Q2YMI0,1,False,False,282,0.0656242,0.16343309,0.7679808,0.21841484,1.1806223,6.3619967,0.02021503,0.046845976,0.24211773
Q30WD6,1,False,False,282,0.025442487,0.10690248,0.66219914,0.06488087,0.64435303,3.7686396,0.3000357,0.30024847,0.61313146
Q39ED3,1,False,False,282,0.09310183,0.1849451,0.870261,0.081470415,0.34583133,1.9923637,0.33572093,0.47484583,1.0417565
Q39W75,1,False,False,282,0.19920397,0.32922494,1.4146245,0.23915899,0.90063596,3.8448071,0.07722334,0.09696965,0.36989915
Q3A3A8,1,False,False,282,0.05602755,0.12272419,0.68125784,0.21626806,1.7355361,8.072551,0.4044268,0.4051761,0.68119
Q3ADL6,1,False,False,282,0.04705474,0.15065777,0.8848467,0.108766295,0.5767493,3.2459803,0.080182955,0.11262356,0.4234575
Q3APS7,1,False,False,282,0.18900311,0.3188861,1.4284549,0.19645746,0.5386424,2.4623945,0.06519402,0.08488215,0.3390272
Q3B2G7,1,False,False,282,0.25726697,0.43590644,1.692234,0.24009825,1.093104,4.4750986,0.6975534,0.6987979,0.6237444
Q3IZY9,1,False,False,282,0.16740565,0.2502725,0.9961618,0.17766364,0.839908,4.753176,0.09165072,0.09530456,0.33247924
Q3JUC1,1,False,False,282,0.19291891,0.2754416,1.0138874,0.06869159,0.49940044,2.925695,0.2515985,0.2645546,0.6333555
Q3SHE5,1,False,False,282,0.03509186,0.15945628,0.94276655,0.06448684,0.43604803,2.6675992,0.44930944,0.48114106,0.83096546
Q3ST95,1,False,False,282,0.69382095,0.82716805,1.4141232,0.17410523,0.36947706,1.7289597,0.34760377,0.34794497,0.64910007
Q3YSG2,1,False,False,282,0.41858575,0.4784295,1.1404274,0.23308909,0.8815997,3.6408896,0.051348235,0.05384889,0.22031635
Q473V4,1,False,False,282,0.06732944,0.13073497,0.6897186,0.06350863,0.48499608,2.7614994,0.3394827,0.3809879,0.8142105
Q47NP2,1,False,False,282,0.12795332,0.2781811,1.4171529,0.19969176,1.4057726,6.812993,0.5390698,0.54045856,0.7026166
Q4FMX4,1,False,False,282,0.51447994,0.58296335,1.1896967,0.12771726,0.54690313,2.3903875,0.08979992,0.089941815,0.30358356
Q4UKN0,1,False,False,282,0.14402394,0.23922172,1.0666687,0.08177922,1.0292529,6.564826,0.104569115,0.13447416,0.47461027
Q50967,1,False,False,282,0.05365253,0.18361285,0.98578453,0.099297725,0.25294295,1.1926817,0.6629743,0.6659173,0.6638872
Q57ES4,1,False,False,282,0.0656242,0.16343309,0.7679808,0.21123089,1.1590961,6.2345195,0.017923122,0.04843512,0.24981794
Q5F7H2,1,False,False,282,0.05365294,0.1836133,0.98578566,0.2248742,0.45317754,1.7476531,0.70983344,0.71328163,0.6311542
Q5FHJ9,1,False,False,282,0.27968314,0.33996168,1.0719186,0.24734287,0.8234181,3.5705469,0.020114657,0.030819945,0.15853158
Q5FU81,1,False,False,282,0.042720586,0.14442083,0.78863704,0.075026415,0.22363669,1.0347366,0.20745869,0.20762298,0.51235116
Q5GSL0,1,False,False,282,0.081374705,0.19300596,0.94548637,0.07188758,0.53751874,2.982699,0.28385222,0.28448278,0.6026598
Q5HBL4,1,False,False,282,0.281752,0.34204647,1.0727663,0.23084897,0.8173508,3.6704147,0.021689989,0.033704586,0.17042913
Q5LHJ3,1,False,False,282,0.76415205,0.8809337,1.3104184,0.082705,0.5198014,3.0295868,0.060768247,0.06935062,0.2804709
Q5LKT7,1,False,False,282,0.15508679,0.23874262,1.0024664,0.45672104,0.89099103,2.828884,0.22563358,0.22588722,0.536457
Q5NXP3,1,False,False,282,0.057309527,0.14115813,0.7717483,0.14213139,0.6813155,3.5484285,0.7806882,0.83934027,0.7519807
Q5PB25,1,False,False,282,0.058741316,0.19310182,1.0350072,0.016185353,0.25769666,1.7448177,0.5449132,0.5520387,0.7410871
Q5YNV8,1,False,False,282,0.13384481,0.3150335,1.4787726,0.5347807,0.57260716,0.9947973,0.10720697,0.10952763,0.35714296
Q62IM1,1,False,False,282,0.16965997,0.25314203,0.9844073,0.07599458,0.49880254,2.9314852,0.28908643,0.30070165,0.6647317
Q63VP5,1,False,False,282,0.19291891,0.2754416,1.0138874,0.027906137,0.27784222,1.8594478,0.2809187,0.29929733,0.68567663
Q64YG8,1,False,False,282,0.76415205,0.8809337,1.3104184,0.105258875,0.42712662,2.3096905,0.20842065,0.21019198,0.52630687
Q67NP3,1,False,False,282,0.10019549,0.1610041,0.74603426,0.35927078,0.72587806,2.6947603,0.3746519,0.37538087,0.6678935
Q68XC8,1,False,False,282,0.14997274,0.23581842,1.0337896,0.032136973,0.6494906,4.220518,0.074709244,0.079939045,0.3019388
Q6AJI0,1,False,False,282,0.46232036,0.5053622,1.0287583,0.25606143,1.1495075,4.762235,0.20668645,0.20677225,0.5104886
Q6G070,1,False,False,282,0.09930959,0.17413524,0.86110896,0.038291335,0.5654357,4.0206504,0.1446906,0.18943372,0.6256742
Q6G5G6,1,False,False,282,0.08936321,0.16471116,0.81448996,0.08159552,0.6742754,4.363821,0.09286979,0.10133081,0.36729872
Q6N898,1,False,False,282,0.111686945,0.18268055,0.7760414,0.05440353,0.73198617,4.8886776,0.20657146,0.21255518,0.5525176
Q726X7,1,False,False,282,0.027777812,0.11689053,0.73482215,0.09323823,0.5570673,2.9155967,0.3706553,0.3717176,0.6690618
Q73GB0,1,False,False,282,0.17753792,0.29087883,1.1541564,0.09525526,0.6699802,3.7167752,0.2285533,0.2299594,0.5487071
Q73SZ2,1,False,False,282,0.17805119,0.46006036,2.3147683,0.5723217,0.60475683,0.92151475,0.20819576,0.20880793,0.5172472
Q74BX0,1,False,False,282,0.21400629,0.3369475,1.3817079,0.1400433,0.97523475,5.1844454,0.074922256,0.113370016,0.4297515
Q7MVS5,1,False,False,282,0.060937125,0.13227853,0.7912146,0.049064722,0.31712326,1.8979185,0.18018937,0.26353174,0.76077926
Q7UTK9,1,False,False,282,0.61333185,0.8820526,2.465585,0.09344832,0.64281374,4.123176,0.39019904,0.39078933,0.674469
Q82LU4,1,False,False,282,0.18156333,0.35064423,1.54061,0.23894338,1.1913936,5.3979278,0.56186676,0.56252867,0.6918064
Q82UZ4,1,False,False,282,0.047367796,0.15061238,0.79657507,0.2252387,0.81240827,3.2719421,0.46938026,0.6788358,1.2113891
Q89NP2,1,False,False,282,0.038970515,0.12368645,0.7138339,0.20004348,1.0337127,5.249647,0.083546706,0.08791036,0.31764174
Q8A5K8,1,False,False,282,0.7133649,0.8175038,1.3312715,0.09428365,0.44046962,2.3326442,0.2413858,0.24278657,0.5647301
Q8G285,1,False,False,282,0.066581674,0.15975036,0.7547682,0.2203191,1.2034774,6.2110753,0.032487053,0.07315829,0.34570205
Q8UGH4,1,False,False,282,0.30070296,0.3490729,0.9730779,0.12670937,0.9544562,5.1418653,0.02246783,0.03267414,0.17073981
Q8XXN9,1,False,False,282,0.048199993,0.13065071,0.7424459,0.23152666,0.6895974,2.6089237,0.3195774,0.55872965,1.1769431
Q8YFM9,1,False,False,282,0.060614694,0.15409082,0.74105585,0.21449286,1.1624029,6.298695,0.046638817,0.07351154,0.3313527
